,Fixed Acidity,Volatile Acidity,Citric Acid,Residual Sugar,Chlorides,Free SO2,Total SO2,pH,Alcohol,Quality Grade
1076,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1077,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1078,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1079,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1080,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,B
1081,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1082,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1083,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1084,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,B
1085,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1086,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,A
1087,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,A
1088,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1089,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1090,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,B
1091,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1092,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1093,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1094,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1095,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,A
1096,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1097,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,B
1098,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1099,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1100,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1101,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,B
1102,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1103,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1104,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1105,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1106,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,A
1107,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,B
1108,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1109,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1110,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,B
1111,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,B
1112,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1113,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1114,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1115,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,A
1116,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1117,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1118,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1119,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1120,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1121,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1122,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1123,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1124,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1125,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1126,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1127,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,B
1128,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1129,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,B
1130,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1131,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1132,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,B
1133,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,B
1134,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1135,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1136,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,A
1137,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,A
1138,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1139,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1140,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1141,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,B
1142,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1143,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1144,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1145,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1146,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1147,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1148,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1149,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1150,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1151,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1152,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1153,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1154,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1155,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1156,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1157,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1158,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1159,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1160,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1161,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1162,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,B
1163,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1164,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1165,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1166,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1167,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1168,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1169,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1170,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1171,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1172,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,B
1173,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1174,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,B
1175,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,B
1176,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1177,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1178,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,B
1179,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1180,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1181,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1182,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1183,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1184,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1185,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1186,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1187,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,A
1188,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1189,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1190,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,B
1191,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1192,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,B
1193,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1194,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1195,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1196,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1197,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1198,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,B
1199,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,B
1200,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1201,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1202,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1203,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1204,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1205,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1206,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1207,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1208,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1209,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,B
1210,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1211,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1212,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1213,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1214,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1215,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1216,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,A
1217,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1218,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,A
1219,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,A
1220,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1221,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1222,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1223,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1224,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,B
1225,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1226,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,B
1227,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1228,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1229,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,C
1230,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1231,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1232,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,B
1233,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1234,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1235,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1236,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1237,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1238,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1239,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1240,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1241,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,B
1242,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,B
1243,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1244,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1245,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1246,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1247,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1248,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1249,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,B
1250,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1251,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1252,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1253,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,B
1254,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1255,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1256,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,B
1257,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1258,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1259,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1260,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1261,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1262,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,B
1263,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1264,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1265,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1266,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,A
1267,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1268,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1269,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1270,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1271,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1272,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1273,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1274,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1275,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1276,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1277,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1278,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1279,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1280,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,B
1281,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,B
1282,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1283,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,A
1284,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,B
1285,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,B
1286,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1287,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1288,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,B
1289,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1290,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1291,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1292,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1293,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,B
1294,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,B
1295,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1296,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1297,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,B
1298,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1299,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1300,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1301,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1302,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1303,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1304,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1305,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1306,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,A
1307,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1308,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1309,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1310,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1311,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1312,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1313,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1314,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1315,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1316,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1317,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1318,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1319,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1320,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1321,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,B
1322,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1323,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1324,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1325,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,B
1326,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1327,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1328,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,B
1329,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1330,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1331,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1332,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1333,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,A
1334,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1335,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1336,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,A
1337,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1338,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1339,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1340,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1341,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1342,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1343,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1344,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,A
1345,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,A
1346,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,B
1347,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,B
1348,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,A
1349,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1350,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1351,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1352,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1353,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1354,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1355,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1356,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1357,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1358,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,A
1359,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,B
1360,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1361,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1362,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1363,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,B
1364,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1365,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1366,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1367,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1368,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1369,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1370,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,B
1371,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,B
1372,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1373,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1374,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1375,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1376,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1377,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1378,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1379,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1380,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,B
1381,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,B
1382,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1383,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1384,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1385,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1386,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1387,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,B
1388,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1389,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1390,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1391,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,B
1392,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,B
1393,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1394,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
1395,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,B
1396,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1397,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1398,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1399,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1400,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1401,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
1402,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,A
1403,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,A
1404,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,B
1405,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1406,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,A
1407,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1408,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1409,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1410,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
1411,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
1412,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,A
1413,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
1414,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
